X,Y,Z,Energy
-554,1885,839,77415
1505,1505,486,130471
1163,-324,902,639990
1885,-364,990,14659
1885,-364,976,11864
1885,-364,993,13028
-1885,-1125,481,208633
1695,1505,299,655952
1505,-1505,982,275583
-1885,-2076,566,133611
1885,-364,980,12097
364,-1505,990,289618
-174,2076,143,335195
1885,-364,990,10466
1885,-364,981,15824
1505,174,976,43530
1505,174,994,45261
1505,174,562,46576
1505,174,980,51196
1505,174,992,64055
-1885,2076,622,176578
1505,174,978,35122
1505,174,985,38584
1505,174,976,60346
744,-934,981,169151
174,1125,478,158747
1505,174,992,35122
-2076,934,133,198042
-174,-1315,197,201862
1505,1885,359,462838
364,-2076,998,136039
1505,174,664,35734
1505,174,923,43528
-2075,-1315,946,34519
934,934,858,463941
-744,-554,893,180477
2076,-1505,981,38360
1315,-934,985,242320
174,-1125,996,243816
1885,-364,997,15824
1885,-364,979,15824
1885,-364,981,50533
744,1505,745,208900
-174,174,974,388472
1505,-2076,976,192663
-1885,744,556,49232
1505,744,881,154824
212,-364,985,442173
-174,-1695,301,130803
1125,-1885,981,651075
-1695,-934,120,139346
-554,-174,319,218690
-174,2076,639,53731
-174,1315,372,35662
174,-1885,975,111121
1505,174,993,78398
1885,-364,996,12795
1885,-364,990,16057
1885,-364,997,12097
1885,-364,990,19085
1885,-364,998,12562
1885,-364,995,17454
1885,-364,995,16756
1885,-364,992,17920
1885,-364,987,24210
1885,-364,999,16057
1885,-364,987,10932
-744,364,121,67358
-262,-1372,631,640243
1125,1505,157,1132962
1885,-364,981,15591
-174,2076,425,207691
1505,174,978,46992
1885,-364,986,11631
1885,-364,991,11864
1885,-364,996,10699
1885,-364,978,12795
1885,-364,994,33528
1885,-364,985,11864
1885,-364,998,11864
-1315,744,876,659893
1695,1505,763,63611
1505,174,995,34380
-1315,1125,852,235702
1505,-364,982,33746
364,-1125,976,444130
1885,-364,979,10466
-1695,-1885,976,334520
1885,-364,988,12795
-554,934,116,238432
-934,226,818,248267
1885,-364,996,16290
-1885,833,407,422449
-1315,174,96,188074
1885,-364,975,10699
1885,-364,996,14659
1885,-364,975,13727
1505,174,954,54392
1505,174,980,29929
1505,174,988,101149
1885,-364,975,10466
1505,174,603,36987
554,-1695,978,399658
934,174,318,470774
1437,-554,978,184835
-1695,174,98,86400
1885,-364,993,11398
2075,1315,860,124279
-934,1315,920,172173
-1783,763,843,638543
174,1315,475,654538
1695,174,163,195782
-1505,364,689,171511
1505,174,951,31119
-2076,2076,86,290788
-174,-554,987,91705
1885,-364,993,10466
-1414,-1100,507,1378438
1885,-174,989,45661
-364,1125,212,200348
934,-1710,982,511095
1533,288,355,630519
1885,-364,998,11864
1505,-364,984,233791
1695,364,84,48148
1505,174,995,31413
1885,-364,979,12795
744,-174,986,77366
1885,-364,991,10466
-744,1049,220,658640
-1315,1885,699,140908
-744,-922,675,669351
-174,-174,373,52755
-2075,-1125,641,206744
-1505,554,96,98905
1885,-364,998,13494
1885,-364,988,18619
-1505,-1885,447,448144
364,744,342,251124
1315,1416,578,117167
1885,-364,981,11398
1885,-364,997,14426
1885,-364,994,10699
1885,-364,975,19551
1885,-364,999,21182
1885,-364,977,12562
1885,-364,979,11631
-2076,2076,914,408333
1885,-364,994,10699
1505,174,994,35864
1505,174,686,30308
1885,-364,980,12097
1885,-364,988,16290
1885,-364,989,20483
-934,-2076,989,135855
1885,-364,978,13261
1885,-364,993,25142
1885,-364,981,11631
1885,-364,981,11631
-934,364,216,34396
1505,174,984,71474
1885,-364,984,10699
1885,-364,977,10699
2076,-174,996,161588
2075,174,109,71124
1505,174,979,37595
1505,174,996,50454
1505,174,989,32402
1885,-364,986,11631
-1125,554,679,117338
364,-174,977,353198
1885,-364,977,10466
1885,1505,615,236124
1885,-364,993,16756
364,-364,992,196066
-1125,2076,632,152459
1505,-1695,991,186173
-2075,-1695,932,263697
1885,-364,975,11165
-1315,1125,195,188222
364,-1315,998,412388
1885,-364,983,11631
1885,-364,983,15358
554,174,823,208884
1885,-364,987,11165
1885,-364,987,10932
1885,-364,981,11165
1885,-364,977,16989
1885,-1315,988,212023
174,1125,227,205467
1885,-554,983,88552
-1695,-1125,109,186916
1885,-364,985,15125
1885,-364,987,11398
1885,-364,978,15358
1885,-364,980,11165
1885,-364,999,13727
934,-1885,976,48427
1885,-364,999,11864
1125,1125,122,74853
364,-2076,976,256637
-1505,554,78,123818
-1125,1695,815,662289
1505,174,999,44272
1885,-364,988,10932
1885,-364,990,11398
1374,1885,639,207998
174,554,919,53387
-934,554,665,36410
2076,-848,978,636748
-1885,1125,705,934312
-1695,-554,996,60203
-174,174,184,169546
1885,-364,982,11864
1885,-364,977,13727
1885,-364,999,22346
-744,1885,332,250289
1885,-364,975,13261
1885,-364,983,14426
1885,-364,995,24909
744,-554,983,40863
-1315,-1125,307,202730
364,-1125,995,592075
1885,-364,982,16756
1885,-364,978,10699
1885,-364,995,15591
-1125,-554,680,189889
-2076,1885,978,660907
-1695,1505,405,203670
1125,174,199,303617
1885,-364,993,11631
-1315,1695,471,365678
1885,-364,977,17221
1885,-364,975,12330
-934,1505,266,194945
-554,1125,109,238667
174,-1315,986,165778
-174,-934,996,57438
2075,2076,130,120126
-2076,554,991,110338
1505,-364,998,310958
934,-1695,998,146354
2075,1315,470,139685
1885,-364,999,13960
1885,-364,975,14892
1885,-364,981,13494
1505,174,998,38832
1505,174,984,48476
1505,174,999,33391
1885,-364,990,12330
1885,-364,992,11864
1885,-364,992,10466
1885,-364,987,13028
934,1695,343,318521
1885,-364,981,22812
1885,-364,975,11864
1885,-364,991,13261
1885,-364,984,14892
1885,-364,998,12795
1885,-364,995,15358
-1315,-744,243,204324
934,-1315,988,164588
1125,-554,994,152133
-1695,-1505,864,105025
234,-1125,967,608874
-1505,-934,194,95061
554,-744,983,134907
554,-364,990,72973
1505,1125,674,234689
934,1695,271,201373
-2075,-1695,797,303609
1505,174,980,49218
1885,-364,975,13261
1885,-364,984,13028
1885,-364,975,12097
1885,-364,989,19784
1885,-364,987,12795
1885,-364,995,14193
-1885,934,407,110908
1505,174,976,70732
-744,-1885,991,198959
1885,-364,998,16756
1885,-364,987,13028
1885,-364,985,11398
1505,174,998,35370
1885,-364,976,14426
1885,-364,984,11398
1505,174,997,34875
-174,364,995,180007
1505,174,979,47487
1505,174,975,47734
1885,-364,987,10932
-934,-1505,920,125318
1505,174,976,46992
1505,174,983,38584
364,-174,998,168695
-174,1505,79,135786
1695,-1695,985,321125
-2075,-1695,724,123123
934,-1125,991,193009
2076,-1885,977,347787
-2076,744,921,176146
1125,-174,992,661393
1885,-364,991,10699
-1125,797,923,663390
554,-174,979,178442
-934,744,265,191045
1976,744,953,482682
1125,-1505,345,439847
1695,-2076,981,41558
-2076,1695,207,251234
1505,1505,665,662409
1885,-364,983,15125
1885,-364,987,11864
1885,-364,998,12562
-554,-364,356,216891
1885,-364,996,13261
1885,-364,987,20017
1885,-364,981,20483
1885,-364,976,13960
1885,-364,978,10932
1885,-364,977,11864
1885,-364,976,19784
1885,2076,543,251712
-1695,-174,426,251441
2076,-744,984,121809
1885,-364,992,17920
1885,-364,983,11631
1885,-364,987,13028
1885,-364,989,10699
1885,-364,997,23045
1885,-364,988,15824
-1505,-1695,777,70292
1885,-364,977,11165
1885,-364,986,11864
1885,-364,975,12330
1125,-934,993,71923
1885,-364,982,11398
-174,1315,386,44750
1885,-364,988,10699
1885,-364,999,12330
1885,-364,997,12562
1885,-364,987,14659
1885,-364,998,11398
1885,-364,999,12330
-744,1099,725,665863
1885,-364,976,16756
1885,-364,989,10932
1885,-364,987,17687
1885,-364,994,14892
1885,-364,985,10699
1885,-364,975,14193
1885,-364,992,10932
1885,-364,977,12097
1885,-364,996,13960
1885,-364,990,11864
554,-934,993,185223
1885,-364,985,10466
1885,-364,994,12330
2076,-174,986,156156
-1315,554,206,378936
1885,-364,996,12330
1885,-364,999,12330
1885,-364,975,13261
1885,-364,997,16523
1885,-364,980,13960
1885,-364,989,16290
1885,-364,996,12562
1885,-364,997,12330
1125,-934,984,133607
1885,-364,995,11165
1885,-364,981,14426
-174,1315,466,446533
1885,-364,978,12795
1885,-364,989,13727
364,554,92,588437
1885,-364,995,12097
1885,-364,991,10932
-1505,744,951,212745
-1315,-1505,624,458825
1315,934,255,212119
1315,-744,980,301579
1505,1644,888,164964
1885,-364,997,17687
1885,-364,996,21880
-934,1695,804,373705
364,-1125,991,657287
-174,-1125,239,516670
-174,744,756,89292
1885,-364,983,13261
-364,744,657,225046
1885,-364,997,17221
1885,-364,991,20716
-554,-1125,998,457990
1505,-934,989,79693
2076,-1315,977,162024
1505,744,475,174088
-1505,1695,960,196507
1885,-364,990,18153
1885,-364,997,11165
1885,-364,981,12330
1885,-364,975,13960
1885,-364,990,11864
1885,-364,987,13494
1885,-364,982,21647
-934,-174,404,187001
1885,-364,984,34227
1885,-364,978,12330
1885,-364,999,13494
1885,-364,976,14193
1885,-364,990,14193
1885,-364,996,14659
1885,-364,988,20483
-1505,2076,415,38595
1885,-364,979,22812
1885,-364,986,23511
1885,-364,997,11864
1885,-364,984,18386
1885,-364,997,11631
1885,-364,977,10466
-1315,744,90,106404
1885,-364,981,12562
174,1125,991,384362
1885,-364,978,14193
1885,-364,994,14426
1885,-364,975,20949
1885,-364,997,11398
1885,-364,994,11165
1885,-364,977,11631
1885,-364,998,16989
1885,-364,989,16756
1885,-364,986,16290
1885,-364,996,13727
1885,-364,978,13494
1885,-364,998,13028
1885,-364,988,12097
1885,-364,998,17454
-174,-1505,947,283991
1885,-364,987,14426
-934,1505,742,118941
1359,-554,761,628689
516,-934,959,643920
-1695,1505,196,298330
2075,554,998,462924
-934,-554,235,34915
-2076,364,809,114814
-1695,1695,425,209381
934,-1201,426,636780
-554,554,99,71256
1885,-364,982,14426
1885,-364,987,28636
993,-1125,945,152825
1885,-364,978,25375
1885,-364,990,25841
1885,-364,996,12562
1885,-364,989,18153
1885,-364,987,28869
1885,-364,979,18153
1885,-364,987,13261
1885,-364,980,14193
1885,-364,986,18153
1885,-364,990,17221
1885,-364,991,13960
1505,174,764,84984
1885,-364,996,20250
1885,-364,977,11165
2076,-934,998,186494
-2075,-744,357,226564
2075,744,180,46892
1885,-364,981,16756
-1125,2076,289,108711
-1505,-744,240,189345
1885,-364,994,14426
1885,-364,986,18386
1695,-2076,981,128860
744,-744,988,32667
-1505,1885,81,742884
-1315,-744,304,647343
-554,1315,729,1210078
-2076,2076,977,318896
1885,-364,996,10466
-1125,-1578,334,652227
1315,-1885,976,84277
-744,-1695,939,137912
554,-1695,981,224046
1885,-364,993,18153
-2076,744,96,185875
2076,-364,978,199968
-934,-1125,984,264202
-2076,174,54,181401
-934,-934,980,73067
-1315,-2076,574,659543
554,1885,182,234691
-364,-1442,381,673477
1885,-364,975,10932
1885,-364,985,19318
1885,-364,986,19085
1885,-364,994,14193
1885,-364,984,11165
1885,-364,995,10932
1885,-364,980,13494
1885,-364,985,13727
1885,-364,991,16523
-2075,-1695,878,36578
1885,-364,995,12330
1885,-364,994,15125
1885,-364,990,20017
1885,-364,992,11864
1885,-364,993,16290
1885,-364,997,11864
1885,-364,999,19318
1885,-364,993,20017
1885,-364,987,26306
1885,-364,995,22113
1885,-364,998,18619
1885,-364,977,23511
1885,-364,998,10699
1885,-364,984,13727
1885,-364,994,24443
1885,-364,982,14426
-554,1315,920,194195
1885,-364,987,24443
1885,-364,994,17687
1885,-364,981,14426
1885,-364,997,17687
1885,-364,997,16290
1885,-364,997,11864
1885,-364,975,17920
1885,-364,987,14892
1885,-364,976,26306
1885,-364,990,17454
1885,-364,986,29568
1885,-364,979,26539
1885,-364,995,22113
1885,-364,993,11165
1885,-364,996,13261
1885,-364,997,21647
1885,-364,995,17687
1885,-364,996,18153
1885,-364,993,15824
1885,-364,998,11165
1885,-364,993,17687
1885,-364,986,22346
1885,-364,983,15591
1885,-364,977,19784
1885,-364,984,26539
1885,-364,976,31431
1885,-364,997,22579
1885,-364,998,26772
1885,-364,980,11864
1885,-364,994,14659
1885,-364,978,16057
1885,-364,992,10932
1885,-364,989,12562
1885,-364,980,16290
1885,-364,975,15358
1885,-364,976,10932
1885,-364,992,14426
1885,-364,980,18852
1885,-364,989,18619
1885,-364,985,20017
1885,-364,983,26306
1885,-364,987,21415
1885,-364,984,18153
1885,-364,980,16989
1885,-364,998,15591
1885,-364,989,23511
1885,-364,994,11165
1885,-364,995,13727
1885,-364,987,25608
1885,-364,975,23511
1885,-364,975,25841
1315,-364,979,178105
-1067,-1315,553,658896
1505,1695,855,181784
1885,-364,978,12562
1885,-364,990,11864
1885,-364,995,16057
1885,-364,987,14659
1885,-364,994,17454
1885,-364,991,16523
1885,-364,992,14426
1885,-364,997,11631
1885,-364,990,18153
1885,-364,984,10932
1885,-364,986,15125
1885,-364,977,11165
1885,-364,998,11631
-1125,1885,78,162082
1885,-364,987,13494
1125,-2076,980,212429
1885,-364,978,18619
554,-174,982,116978
1885,-364,981,12097
1885,-364,996,12097
1885,-364,977,13960
1885,-364,989,10699
1885,-364,983,18386
1885,-364,979,15125
1885,-364,990,11165
1885,-364,987,11165
1885,-364,988,12330
1885,-364,994,17454
1885,-364,996,16756
1885,-364,988,26539
1885,-364,996,11864
1885,-364,987,21415
1885,-364,976,12562
1885,-364,989,10932
-174,1695,191,419326
174,1315,443,183863
1885,-364,991,14193
1885,-364,981,16057
1885,-364,990,11398
1885,-364,987,22346
1885,-364,999,17920
1885,-364,997,11631
1885,-364,982,13261
1885,-364,977,11631
1885,-364,981,12562
1885,-364,991,13960
1885,-364,975,13494
1885,-364,980,23045
1885,-364,996,15358
1885,-364,992,13494
1885,-364,998,23744
1885,-364,996,17454
1885,-364,987,18153
1885,-364,981,17454
1885,-364,999,27937
1885,-364,977,13960
1885,-364,980,13727
1885,-364,980,11165
174,174,75,51710
-364,-174,947,260301
-364,1315,97,99157
1885,-364,999,14659
-1125,1505,208,1091570
1505,174,924,107342
1695,2076,593,258330
1885,-364,995,15358
1885,-364,998,11165
1885,-364,989,11398
1885,-364,998,20250
1885,-364,997,19085
1885,-364,976,10932
1885,-364,994,17221
1885,-364,985,14193
1885,-364,988,12097
1885,-364,983,12562
1885,-364,990,24909
1885,-364,991,15358
1885,-364,983,10932
1885,-364,977,15358
1885,-364,990,13494
554,744,157,291528
1885,-364,994,13028
1885,-364,995,16290
1885,-364,985,11165
1885,-364,983,27704
1885,-364,998,10699
1885,-364,987,16756
1885,-364,976,16290
1885,-364,980,11165
1885,-364,976,21647
1885,-364,977,10466
1885,-364,988,11864
1885,-364,981,11864
1885,-364,996,15358
1885,-364,991,11864
1885,-364,975,16290
1885,-364,979,19551
1885,-364,985,18386
1885,-364,984,18153
1885,-364,984,12330
1125,1125,701,369787
1885,-364,996,11631
1885,-364,986,23045
1885,-364,985,22579
1885,-364,993,15824
1505,2076,115,487939
1885,-364,999,12097
1885,-364,991,20716
1885,-364,994,11165
1885,-364,984,10466
1885,-364,985,23278
1885,-364,991,12562
1885,-364,997,22579
1885,-364,977,12097
1885,-364,981,17920
1885,-364,998,13261
1885,-364,977,11165
1885,-364,986,14426
1885,-364,984,13028
1885,-364,996,16290
1885,-364,976,13960
1885,-364,985,10932
1885,-364,988,25142
1885,-364,978,12097
1885,-364,988,19784
1885,-364,997,14892
1885,-364,977,25841
1885,-364,995,22346
1885,-364,996,22113
1885,-364,989,18619
-1505,1413,599,660202
1885,-364,977,25841
1885,-364,975,17454
-760,-1125,636,665164
1885,-364,995,15591
1885,-364,987,20483
364,554,91,41757
1885,-364,977,29102
1885,-364,975,31897
1885,-364,999,16523
1885,-364,991,16290
1885,-364,996,13960
1885,-364,997,20716
1885,-364,997,12562
-744,-1125,421,406561
1125,1695,636,144056
1885,-364,992,17221
1885,-364,994,19318
1885,-364,982,16290
1885,-364,976,23511
1885,-364,984,15125
1885,-364,978,12562
1885,-364,997,24443
1885,-364,983,10466
1885,-364,988,15358
1885,-364,988,24210
-1885,1817,155,627514
1885,-364,986,15591
1885,-364,992,19085
1885,-364,977,16290
1885,-364,992,12097
1885,-364,995,19551
1885,-364,996,10932
1885,-364,998,15591
1885,-364,982,20483
1695,-364,979,47275
1885,-364,984,14659
1885,-364,997,24443
1885,-364,984,13494
1885,-364,994,11398
1885,-364,978,16057
1885,-364,993,12795
554,934,465,222060
1885,-364,992,15824
1885,-364,999,16756
1885,-364,979,23977
1885,-364,979,13727
-364,-1885,932,140499
-744,1885,589,192420
1505,174,989,31413
1885,-364,979,12097
1885,-364,991,10466
1885,-364,989,11398
1885,-364,980,14193
1885,-364,981,13727
1885,-364,981,10932
1885,-364,995,13261
744,1125,128,98415
1885,-364,976,15824
1885,-364,988,13960
1885,-364,996,13960
1885,-364,986,27704
1885,-364,991,17221
1885,-364,996,20716
1885,-364,975,19085
1885,-364,987,24909
2075,1505,399,185944
-2075,-554,164,242284
-174,-2076,599,408030
-1505,934,90,134879
1885,-364,997,16989
1505,174,992,38832
-1885,1505,214,164920
1315,174,660,430448
-744,744,648,159721
1885,-364,994,16290
1885,-364,980,11165
364,744,982,103705
1885,-364,983,12562
1885,-364,988,11864
1885,-364,994,16989
744,-744,992,122665
1885,-1125,982,589283
-1885,554,933,302715
2075,2076,125,166851
174,1315,139,135072
174,174,397,198285
-1505,2076,901,134019
-2036,-1315,595,206518
1885,-364,976,23045
364,-2076,981,156098
1885,-364,975,16290
1885,-174,991,247161
-934,-1695,101,116978
364,-1885,994,211033
-1382,1695,924,472457
2075,934,635,73248
-2076,174,282,169836
-1125,174,89,43996
1125,364,81,47629
174,-201,985,260893
554,-744,993,658870
1695,-1973,989,332298
1695,-1315,980,148460
1885,1695,287,201674
744,-364,980,168703
2075,1505,891,192858
-364,-1125,384,113225
934,1505,135,122652
-554,934,143,198184
1748,-1125,963,194632
2031,174,204,1672227
1315,-174,994,78763
1125,174,778,460090
-1315,-2076,107,198596
174,2076,653,96235
-364,-174,856,109819
2075,174,764,111101
-2075,-174,994,53041
-1639,744,446,660822
1885,-364,992,13028
-364,364,800,253117
-934,-2076,952,340263
1885,-364,979,10932
1505,1885,134,285573
-2075,-237,331,659872
1885,-364,980,13960
364,-1695,981,148916
-174,174,727,74166
1920,1885,650,660947
1885,-364,993,12795
-1505,-1505,809,257760
1885,-364,994,12097
-1505,934,959,106980
1885,-364,987,16756
554,-633,955,650427
1885,-364,978,22346
1885,-364,997,13028
1125,-174,792,416724
1885,-364,977,21647
1885,-364,989,17454
1885,-364,995,10932
1885,-364,996,11631
1885,-364,991,28869
1885,-364,987,20017
1695,174,393,597613
1885,-364,987,16057
-2076,364,858,134456
1885,-364,981,13727
1885,-364,994,12330
1885,-364,975,11631
1885,-364,997,12097
1885,-364,982,17221
1885,-364,992,12562
-1505,1885,79,63074
174,-744,985,211046
-554,-1505,725,36716
1885,-364,996,13960
1885,-364,979,14659
1315,-1695,977,270164
744,2076,213,677527
1885,-364,996,19784
1885,-364,987,12795
1885,-364,992,13261
1885,-364,978,11165
1505,174,997,123899
1885,-364,978,12795
1885,-364,975,10932
1885,-364,981,16290
1885,-364,981,16057
1885,-364,999,11864
-744,934,821,117795
-1315,-1315,454,188405
-364,-174,920,126479
1885,-364,983,11631
2076,-1885,979,39080
1885,-364,999,11631
-934,-1125,913,457450
-174,1125,80,301469
-364,-364,825,123009
1885,-364,992,18153
-2076,2076,177,206867
1885,-364,977,13028
1885,-364,987,12795
1885,-364,997,14426
1885,-364,997,11398
-934,1315,161,545378
-744,-1505,957,156573
1885,-364,992,15358
1885,-364,988,14426
1885,-364,999,11165
-2075,-501,278,656980
-364,2076,979,195036
1885,-364,997,17454
-1885,-300,795,434470
1885,-364,990,13727
1885,-364,986,10466
1885,-364,977,13028
1885,-364,980,13494
1885,-364,990,18619
1885,-364,991,23511
1885,-364,998,18386
1885,-364,979,21182
-2076,1885,623,39205
1885,-364,988,19551
1885,-364,983,10466
934,364,318,235453
645,-242,963,423475
1885,-364,988,14193
1885,-364,980,13727
1885,-364,998,14892
744,1315,858,81406
1885,-364,997,18153
-934,-1076,640,658389
1885,-364,987,21647
1885,-364,998,14892
1885,-364,981,16756
1885,-364,987,18619
1885,-364,993,25841
1885,-364,977,11864
1885,-364,993,13028
1885,-364,979,14426
1885,-364,986,16057
1885,-364,989,11631
1885,-364,976,10932
174,1885,350,188995
-1695,1505,757,33955
1695,-1315,998,104744
1885,-364,975,10699
1885,-364,990,16057
-364,-174,236,157175
-1695,744,79,92878
1885,-364,993,13960
-1125,-2076,624,383387
1885,-364,977,11864
1885,-364,998,12562
1885,-364,993,10466
1885,-364,983,20250
1885,-364,988,16989
1885,-364,985,22579
1885,-364,986,17687
